Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.02     0.00    25578     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<corner> >::max_size() const
  0.00      0.02     0.00    25578     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<corner> > >::__allocated_ptr(std::allocator<std::_List_node<corner> >&, std::_List_node<corner>*)
  0.00      0.02     0.00    25578     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<corner> > >::~__allocated_ptr()
  0.00      0.02     0.00    25578     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<corner> > >::operator=(decltype(nullptr))
  0.00      0.02     0.00    25578     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<corner> > >::allocate(std::allocator<std::_List_node<corner> >&, unsigned long)
  0.00      0.02     0.00    25578     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<corner> > >::construct<corner, corner const&>(std::allocator<std::_List_node<corner> >&, corner*, corner const&)
  0.00      0.02     0.00    25578     0.00     0.00  std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_get_node()
  0.00      0.02     0.00    25578     0.00     0.00  std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_inc_size(unsigned long)
  0.00      0.02     0.00    25578     0.00     0.00  std::_List_node<corner>* std::__cxx11::list<corner, std::allocator<corner> >::_M_create_node<corner const&>(corner const&)
  0.00      0.02     0.00    25578     0.00     0.00  void std::__cxx11::list<corner, std::allocator<corner> >::_M_insert<corner const&>(std::_List_iterator<corner>, corner const&)
  0.00      0.02     0.00    25578     0.00     0.00  std::__cxx11::list<corner, std::allocator<corner> >::push_back(corner const&)
  0.00      0.02     0.00    25578     0.00     0.00  std::allocator<std::_List_node<corner> >* std::__addressof<std::allocator<std::_List_node<corner> > >(std::allocator<std::_List_node<corner> >&)
  0.00      0.02     0.00    25568     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<corner> >::deallocate(std::_List_node<corner>*, unsigned long)
  0.00      0.02     0.00    25568     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<corner> >::destroy<corner>(corner*)
  0.00      0.02     0.00    25568     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<corner> > >::deallocate(std::allocator<std::_List_node<corner> >&, std::_List_node<corner>*, unsigned long)
  0.00      0.02     0.00    25568     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<corner> > >::destroy<corner>(std::allocator<std::_List_node<corner> >&, corner*)
  0.00      0.02     0.00    25568     0.00     0.00  std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_put_node(std::_List_node<corner>*)
  0.00      0.02     0.00    23579     0.00     0.00  std::__cxx11::list<corner, std::allocator<corner> >::begin()
  0.00      0.02     0.00    15047     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long)
  0.00      0.02     0.00    15047     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*)
  0.00      0.02     0.00    15047     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*)
  0.00      0.02     0.00    15047     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&)
  0.00      0.02     0.00    15047     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::max_size() const
  0.00      0.02     0.00    15047     0.00     0.00  std::_List_iterator<int>::operator*() const
  0.00      0.02     0.00    15047     0.00     0.00  std::_List_iterator<int>::operator--()
  0.00      0.02     0.00    15047     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*)
  0.00      0.02     0.00    15047     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr()
  0.00      0.02     0.00    15047     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr))
  0.00      0.02     0.00    15047     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long)
  0.00      0.02     0.00    15047     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*)
  0.00      0.02     0.00    15047     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long)
  0.00      0.02     0.00    15047     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&)
  0.00      0.02     0.00    15047     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_dec_size(unsigned long)
  0.00      0.02     0.00    15047     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node()
  0.00      0.02     0.00    15047     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long)
  0.00      0.02     0.00    15047     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*)
  0.00      0.02     0.00    15047     0.00     0.00  std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&)
  0.00      0.02     0.00    15047     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::back()
  0.00      0.02     0.00    15047     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>)
  0.00      0.02     0.00    15047     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::pop_back()
  0.00      0.02     0.00    15047     0.00     0.00  void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&)
  0.00      0.02     0.00    15047     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::push_back(int const&)
  0.00      0.02     0.00    15047     0.00     0.00  std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&)
  0.00      0.02     0.00    14534     0.00     0.00  __gnu_cxx::__aligned_membuf<middle>::_M_ptr()
  0.00      0.02     0.00    14534     0.00     0.00  __gnu_cxx::__aligned_membuf<middle>::_M_addr()
  0.00      0.02     0.00    14534     0.00     0.00  std::_List_node<middle>::_M_valptr()
  0.00      0.02     0.00    14354     0.00     0.00  std::_List_iterator<middle>::operator->() const
  0.00      0.02     0.00    13912     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator()
  0.00      0.02     0.00    13912     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator()
  0.00      0.02     0.00    13912     0.00     0.00  std::allocator<std::_List_node<int> >::allocator()
  0.00      0.02     0.00    13912     0.00     0.00  std::allocator<std::_List_node<int> >::~allocator()
  0.00      0.02     0.00    13912     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl()
  0.00      0.02     0.00    13912     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl()
  0.00      0.02     0.00    13912     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_set_size(unsigned long)
  0.00      0.02     0.00    13912     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_init()
  0.00      0.02     0.00    13912     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear()
  0.00      0.02     0.00    13912     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_List_base()
  0.00      0.02     0.00    13912     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base()
  0.00      0.02     0.00    13912     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::list()
  0.00      0.02     0.00    13912     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::~list()
  0.00      0.02     0.00    13747     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<edge> >::allocate(unsigned long, void const*)
  0.00      0.02     0.00    13747     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<edge> >::construct<edge, edge const&>(edge*, edge const&)
  0.00      0.02     0.00    13747     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<edge> >::max_size() const
  0.00      0.02     0.00    13747     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<edge> > >::__allocated_ptr(std::allocator<std::_List_node<edge> >&, std::_List_node<edge>*)
  0.00      0.02     0.00    13747     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<edge> > >::~__allocated_ptr()
  0.00      0.02     0.00    13747     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<edge> > >::operator=(decltype(nullptr))
  0.00      0.02     0.00    13747     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<edge> > >::allocate(std::allocator<std::_List_node<edge> >&, unsigned long)
  0.00      0.02     0.00    13747     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<edge> > >::construct<edge, edge const&>(std::allocator<std::_List_node<edge> >&, edge*, edge const&)
  0.00      0.02     0.00    13747     0.00     0.00  std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_get_node()
  0.00      0.02     0.00    13747     0.00     0.00  std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_inc_size(unsigned long)
  0.00      0.02     0.00    13747     0.00     0.00  std::_List_node<edge>* std::__cxx11::list<edge, std::allocator<edge> >::_M_create_node<edge const&>(edge const&)
  0.00      0.02     0.00    13747     0.00     0.00  void std::__cxx11::list<edge, std::allocator<edge> >::_M_insert<edge const&>(std::_List_iterator<edge>, edge const&)
  0.00      0.02     0.00    13747     0.00     0.00  std::__cxx11::list<edge, std::allocator<edge> >::push_back(edge const&)
  0.00      0.02     0.00    13747     0.00     0.00  std::allocator<std::_List_node<edge> >* std::__addressof<std::allocator<std::_List_node<edge> > >(std::allocator<std::_List_node<edge> >&)
  0.00      0.02     0.00    13734     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<edge> >::deallocate(std::_List_node<edge>*, unsigned long)
  0.00      0.02     0.00    13734     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<edge> >::destroy<edge>(edge*)
  0.00      0.02     0.00    13734     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<edge> > >::deallocate(std::allocator<std::_List_node<edge> >&, std::_List_node<edge>*, unsigned long)
  0.00      0.02     0.00    13734     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<edge> > >::destroy<edge>(std::allocator<std::_List_node<edge> >&, edge*)
  0.00      0.02     0.00    13734     0.00     0.00  std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_put_node(std::_List_node<edge>*)
  0.00      0.02     0.00    10637     0.00     0.00  std::_List_const_iterator<corner>::_M_const_cast() const
  0.00      0.02     0.00    10637     0.00     0.00  std::_List_const_iterator<corner>::_List_const_iterator(std::_List_iterator<corner> const&)
  0.00      0.02     0.00    10637     0.00     0.00  std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_dec_size(unsigned long)
  0.00      0.02     0.00    10637     0.00     0.00  std::__cxx11::list<corner, std::allocator<corner> >::erase(std::_List_const_iterator<corner>)
  0.00      0.02     0.00    10637     0.00     0.00  std::__cxx11::list<corner, std::allocator<corner> >::_M_erase(std::_List_iterator<corner>)
  0.00      0.02     0.00    10455     0.00     0.00  std::iterator_traits<std::_List_iterator<corner> >::iterator_category std::__iterator_category<std::_List_iterator<corner> >(std::_List_iterator<corner> const&)
  0.00      0.02     0.00    10455     0.00     0.00  void std::advance<std::_List_iterator<corner>, int>(std::_List_iterator<corner>&, int)
  0.00      0.02     0.00    10455     0.00     0.00  void std::__advance<std::_List_iterator<corner>, long>(std::_List_iterator<corner>&, long, std::bidirectional_iterator_tag)
  0.00      0.02     0.00     8043     0.00     0.00  std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_node_count() const
  0.00      0.02     0.00     8043     0.00     0.00  std::__cxx11::list<edge, std::allocator<edge> >::size() const
  0.00      0.02     0.00     6320     0.00     0.00  copyCube(int (*) [3][3])
  0.00      0.02     0.00     5831     0.00     0.00  std::_List_iterator<middle>::_List_iterator(std::__detail::_List_node_base*)
  0.00      0.02     0.00     5177     0.00     0.00  std::__cxx11::list<middle, std::allocator<middle> >::end()
  0.00      0.02     0.00     5113     0.00     0.00  std::remove_reference<int&>::type&& std::move<int&>(int&)
  0.00      0.02     0.00     4998     0.00     0.00  std::_List_iterator<middle>::operator!=(std::_List_iterator<middle> const&) const
  0.00      0.02     0.00     4867     0.00     0.00  std::_List_const_iterator<edge>::_M_const_cast() const
  0.00      0.02     0.00     4867     0.00     0.00  std::_List_const_iterator<edge>::_List_const_iterator(std::_List_iterator<edge> const&)
  0.00      0.02     0.00     4867     0.00     0.00  std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_dec_size(unsigned long)
  0.00      0.02     0.00     4867     0.00     0.00  std::__cxx11::list<edge, std::allocator<edge> >::erase(std::_List_const_iterator<edge>)
  0.00      0.02     0.00     4867     0.00     0.00  std::__cxx11::list<edge, std::allocator<edge> >::_M_erase(std::_List_iterator<edge>)
  0.00      0.02     0.00     4592     0.00     0.00  std::iterator_traits<std::_List_iterator<edge> >::iterator_category std::__iterator_category<std::_List_iterator<edge> >(std::_List_iterator<edge> const&)
  0.00      0.02     0.00     4592     0.00     0.00  void std::advance<std::_List_iterator<edge>, int>(std::_List_iterator<edge>&, int)
  0.00      0.02     0.00     4592     0.00     0.00  void std::__advance<std::_List_iterator<edge>, long>(std::_List_iterator<edge>&, long, std::bidirectional_iterator_tag)
  0.00      0.02     0.00     4584     0.00     0.00  std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_node_count() const
  0.00      0.02     0.00     4584     0.00     0.00  std::__cxx11::list<corner, std::allocator<corner> >::size() const
  0.00      0.02     0.00     4460     0.00     0.00  std::_List_iterator<middle>::operator++(int)
  0.00      0.02     0.00     3795     0.00     0.00  last[abi:cxx11]()
  0.00      0.02     0.00     3795     0.00     0.00  bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      0.02     0.00     2970     0.00     0.00  printColor[abi:cxx11](int)
  0.00      0.02     0.00     2970     0.00     0.00  std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      0.02     0.00     2970     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.02     0.00     2970     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      0.02     0.00     2874     0.00     0.00  int* std::__niter_base<int*>(int*)
  0.00      0.02     0.00     2368     0.00     0.00  bool __gnu_cxx::__ops::_Iter_less_iter::operator()<int*, int*>(int*, int*) const
  0.00      0.02     0.00     1948     0.00     0.00  std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_set_size(unsigned long)
  0.00      0.02     0.00     1948     0.00     0.00  std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_init()
  0.00      0.02     0.00     1936     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<edge> >::new_allocator()
  0.00      0.02     0.00     1936     0.00     0.00  std::allocator<std::_List_node<edge> >::allocator()
  0.00      0.02     0.00     1936     0.00     0.00  std::__cxx11::_List_base<edge, std::allocator<edge> >::_List_impl::_List_impl()
  0.00      0.02     0.00     1936     0.00     0.00  std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_clear()
  0.00      0.02     0.00     1936     0.00     0.00  std::__cxx11::_List_base<edge, std::allocator<edge> >::_List_base()
  0.00      0.02     0.00     1936     0.00     0.00  std::__cxx11::list<edge, std::allocator<edge> >::list()
  0.00      0.02     0.00     1924     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<edge> >::~new_allocator()
  0.00      0.02     0.00     1924     0.00     0.00  std::allocator<std::_List_node<edge> >::~allocator()
  0.00      0.02     0.00     1924     0.00     0.00  std::__cxx11::_List_base<edge, std::allocator<edge> >::_List_impl::~_List_impl()
  0.00      0.02     0.00     1924     0.00     0.00  std::__cxx11::_List_base<edge, std::allocator<edge> >::~_List_base()
  0.00      0.02     0.00     1924     0.00     0.00  std::__cxx11::list<edge, std::allocator<edge> >::~list()
  0.00      0.02     0.00     1916     0.00     0.00  int* std::__miter_base<int*>(int*)
  0.00      0.02     0.00     1787     0.00     0.00  bool __gnu_cxx::__ops::_Val_less_iter::operator()<int, int*>(int&, int*) const
  0.00      0.02     0.00     1673     0.00     0.00  std::_List_iterator<edge>::operator==(std::_List_iterator<edge> const&) const
  0.00      0.02     0.00     1456     0.00     0.00  dRotate(int (*) [3][3])
  0.00      0.02     0.00     1410     0.00     0.00  __gnu_cxx::__ops::__val_comp_iter(__gnu_cxx::__ops::_Iter_less_iter)
  0.00      0.02     0.00     1410     0.00     0.00  void std::__unguarded_linear_insert<int*, __gnu_cxx::__ops::_Val_less_iter>(int*, __gnu_cxx::__ops::_Val_less_iter)
  0.00      0.02     0.00     1348     0.00     0.00  std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_set_size(unsigned long)
  0.00      0.02     0.00     1348     0.00     0.00  std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_init()
  0.00      0.02     0.00     1340     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<corner> >::new_allocator()
  0.00      0.02     0.00     1340     0.00     0.00  std::allocator<std::_List_node<corner> >::allocator()
  0.00      0.02     0.00     1340     0.00     0.00  std::__cxx11::_List_base<corner, std::allocator<corner> >::_List_impl::_List_impl()
  0.00      0.02     0.00     1340     0.00     0.00  std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_clear()
  0.00      0.02     0.00     1340     0.00     0.00  std::__cxx11::_List_base<corner, std::allocator<corner> >::_List_base()
  0.00      0.02     0.00     1340     0.00     0.00  std::__cxx11::list<corner, std::allocator<corner> >::list()
  0.00      0.02     0.00     1332     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<corner> >::~new_allocator()
  0.00      0.02     0.00     1332     0.00     0.00  std::allocator<std::_List_node<corner> >::~allocator()
  0.00      0.02     0.00     1332     0.00     0.00  std::__cxx11::_List_base<corner, std::allocator<corner> >::_List_impl::~_List_impl()
  0.00      0.02     0.00     1332     0.00     0.00  std::__cxx11::_List_base<corner, std::allocator<corner> >::~_List_base()
  0.00      0.02     0.00     1332     0.00     0.00  std::__cxx11::list<corner, std::allocator<corner> >::~list()
  0.00      0.02     0.00     1311     0.00     0.00  QuestionCube::accessData(int, int, int, int)
  0.00      0.02     0.00     1284     0.00     0.00  uRotate(int (*) [3][3])
  0.00      0.02     0.00     1184     0.00     0.00  __gnu_cxx::__ops::__iter_less_iter()
  0.00      0.02     0.00     1184     0.00     0.00  void std::__insertion_sort<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, __gnu_cxx::__ops::_Iter_less_iter)
  0.00      0.02     0.00     1184     0.00     0.00  void std::__introsort_loop<int*, long, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, long, __gnu_cxx::__ops::_Iter_less_iter)
  0.00      0.02     0.00     1184     0.00     0.00  void std::__final_insertion_sort<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, __gnu_cxx::__ops::_Iter_less_iter)
  0.00      0.02     0.00     1184     0.00     0.00  std::__lg(long)
  0.00      0.02     0.00     1184     0.00     0.00  void std::sort<int*>(int*, int*)
  0.00      0.02     0.00     1184     0.00     0.00  void std::__sort<int*, __gnu_cxx::__ops::_Iter_less_iter>(int*, int*, __gnu_cxx::__ops::_Iter_less_iter)
  0.00      0.02     0.00     1008     0.00     0.00  sortAnswer(int*)
  0.00      0.02     0.00      958     0.00     0.00  int* std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<int>(int const*, int const*, int*)
  0.00      0.02     0.00      958     0.00     0.00  int* std::move_backward<int*, int*>(int*, int*, int*)
  0.00      0.02     0.00      958     0.00     0.00  int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*)
  0.00      0.02     0.00      958     0.00     0.00  int* std::__copy_move_backward_a2<true, int*, int*>(int*, int*, int*)
  0.00      0.02     0.00      880     0.00     0.00  std::_List_iterator<corner>::operator==(std::_List_iterator<corner> const&) const
  0.00      0.02     0.00      788     0.00     0.00  uiRotate(int (*) [3][3])
  0.00      0.02     0.00      624     0.00     0.00  lRotate(int (*) [3][3])
  0.00      0.02     0.00      580     0.00     0.00  diRotate(int (*) [3][3])
  0.00      0.02     0.00      568     0.00     0.00  fRotate(int (*) [3][3])
  0.00      0.02     0.00      561     0.00     0.00  removeLast()
  0.00      0.02     0.00      476     0.00     0.00  std::__cxx11::list<middle, std::allocator<middle> >::begin()
  0.00      0.02     0.00      364     0.00     0.00  d(int (*) [3][3], int (*) [3][3], int (*) [3][3])
  0.00      0.02     0.00      360     0.00     0.00  middle const& std::forward<middle const&>(std::remove_reference<middle const&>::type&)
  0.00      0.02     0.00      321     0.00     0.00  u(int (*) [3][3], int (*) [3][3], int (*) [3][3])
  0.00      0.02     0.00      316     0.00     0.00  containsEdge(std::__cxx11::list<edge, std::allocator<edge> >&, int, int)
  0.00      0.02     0.00      296     0.00     0.00  getCorners(int (*) [3], int (*) [3][3])
  0.00      0.02     0.00      296     0.00     0.00  getEdges(int (*) [2], int (*) [3][3])
  0.00      0.02     0.00      288     0.00     0.00  rRotate(int (*) [3][3])
  0.00      0.02     0.00      268     0.00     0.00  riRotate(int (*) [3][3])
  0.00      0.02     0.00      252     0.00     0.13  containsCorner(std::__cxx11::list<corner, std::allocator<corner> >&, int, int)
  0.00      0.02     0.00      205     0.00     0.00  doTheClient(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      0.02     0.00      197     0.00     0.00  ui(int (*) [3][3], int (*) [3][3], int (*) [3][3])
  0.00      0.02     0.00      188     0.00     0.00  biRotate(int (*) [3][3])
  0.00      0.02     0.00      180     0.00     0.00  std::__cxx11::_List_base<middle, std::allocator<middle> >::_M_get_Node_allocator()
  0.00      0.02     0.00      171     0.00     0.00  changeColor(int)
  0.00      0.02     0.00      171     0.00     0.00  answerConverter(int*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      0.02     0.00      171     0.00     0.00  QuestionCube::makeQuestion[abi:cxx11]()
  0.00      0.02     0.00      156     0.00     0.00  l(int (*) [3][3], int (*) [3][3], int (*) [3][3])
  0.00      0.02     0.00      148     0.00     0.00  fillCenter(int*, int*)
